FCF/PRICE,64.89,78.54,55.12,66.05,52.47,57.52,60.18,62.52,70.13,71.87,56.91,41.03,47.98
P/E,18.04,19.83,17.05,11.89,15.14,14.83,13.66,13.74,32.5,15.18,23.15,34.4,27.13
Market cap,12.59,14.75,14.15,12.95,10.87,12.19,10.58,10.33,14.6,13.06,15.31,19.18,17.69
ROIC,1.27,-20.94,-4.91,-7.95,49.36,-61.55,202.75,14.34,7.37,2.65,6.57,26.34,-105.93
Price,30.85,36.68,36.83,36.38,31.03,35.9,33.05,33.11,46.8,41.59,49.31,62.27,57.52
Outcome short,,0.19,0,-0.01,-0.15,0.16,-0.08,0,0.41,-0.11,0.19,0.26,-0.08
Outcome long,,,0.19,-0.01,-0.16,-0.01,0.07,-0.08,0.42,0.26,0.05,0.5,0.17
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,134%,250%,544%,342%,370%,397%,292%,294%,248%
Overvaluation (Earnings),,,,,,,,,,,,,
FCF/PRICE,38.39,22.87,34.05,46.68,115.33,57.15,39.53,78.77,67.8,65.76,77.77,82.53,67.48
P/E,190.56,171,,341.58,75.57,100.57,273.64,"-1,460.00",-89.65,-155.21,-134.4,-972.29,245.77
Market cap,1.44,4.54,5.02,6.19,3.27,8.08,17.17,16,25.2,36.93,36.73,45.66,52.21
ROIC,2.09,13.15,23.15,8,-17.46,1.99,0.37,0.94,2.52,0.48,0.57,1.61,1.11
Price,3.43,10.26,10.96,12.98,6.65,15.89,32.29,29.2,43.03,60.53,56.45,68.06,73.73
Outcome short,,1.99,0.07,0.18,-0.49,1.39,1.03,-0.1,0.47,0.41,-0.07,0.21,0.08
Outcome long,,,2.2,0.27,-0.39,0.22,3.86,0.84,0.33,1.07,0.31,0.12,0.31
,,,,,,,,,,,,,
Overvaluation (FCF),109%,94%,128%,86%,82%,83%,60%,62%,94%,93%,103%,107%,107%
Overvaluation (Earnings),143%,121%,147%,101%,94%,96%,69%,67%,100%,93%,102%,105%,101%
FCF/PRICE,496.66,632.72,462.05,630.2,620.4,833.68,"1,096.18","1,111.66",867.21,785.14,823.79,815.95,771.59
P/E,22.01,20.09,24.71,16.79,20.96,17.35,13.65,10.7,13.76,16.93,16.24,14.47,14.4
Market cap,121.24,108.53,176.09,129.59,127.33,130.46,86.8,84.5,137.9,128.85,144.52,153.54,151.04
ROIC,-1.49,-5.08,2.43,6.02,16.27,8.51,4.87,8.68,9.16,4.18,29.51,-15.36,14.13
Price,19.15,17.88,28.91,21.99,22.01,23.07,15.97,15.95,25.59,25.23,28.42,30.53,30.09
Outcome short,,-0.07,0.62,-0.24,0,0.05,-0.31,0,0.6,-0.01,0.13,0.07,-0.01
Outcome long,,,0.51,0.23,-0.24,0.05,-0.27,-0.31,0.6,0.58,0.11,0.21,0.06
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,100%,141%
Overvaluation (Earnings),,,,,,,,,,,,,
FCF/PRICE,,,,,,,,,,,,40.37,32.04
P/E,,,,,,,,,,, -   ,50.75,45.61
Market cap,,,,,,,,,0,0,0,4.36,5.22
ROIC,,,,,,,,,,,0.94,0.6,0.45
Price,-,-,-,-,-,-,-,-,0,0,0,26.9,31.93
Outcome short,,,,,,,,,,,,,0.19
Outcome long,,,,,,,,,,,,,
,,,,,,,,,,,,,
Overvaluation (FCF),180%,177%,211%,222%,133%,177%,168%,137%,123%,189%,260%,186%,241%
Overvaluation (Earnings),205%,162%,144%,141%,96%,124%,145%,124%,103%,133%,148%,98%,126%
FCF/PRICE,496.56,352.13,219.69,182.2,222.18,115.41,117.78,121.46,134.06,84.25,58.16,75.22,64.31
P/E,26.4,10.07,12.21,14.7,9.72,16.78,15.96,12.39,11.02,15.72,18.87,12.98,19.55
Market cap,8.64,11.14,15.04,17.74,12.8,19.07,23.93,22.09,20.12,29.03,35.94,25.07,32.96
ROIC,0.09,0.09,0.63,0.54,1.4,1.23,2.87,2.09,1.31,0.98,0.75,0.86,1.67
Price,6.68,8.46,11.48,14.66,10.82,16.16,21.54,21.06,19.73,28.77,36.23,25.95,35.19
Outcome short,,0.27,0.36,0.28,-0.26,0.49,0.33,-0.02,-0.06,0.46,0.26,-0.28,0.36
Outcome long,,,0.72,0.73,-0.06,0.1,0.99,0.3,-0.08,0.37,0.84,-0.1,-0.03
,,,,,,,,,,,,,
Overvaluation (FCF),128%,109%,102%,78%,65%,67%,95%,104%,127%,141%,188%,230%,368%
Overvaluation (Earnings),112%,112%,99%,77%,66%,80%,107%,111%,123%,140%,163%,136%,133%
FCF/PRICE,8.83,9.69,10.51,12.44,12.92,14.76,13.22,18.31,12.18,10.14,5.91,8.6,6.1
P/E,23.89,22.06,18.35,13.73,15.74,18.57,19.55,16.26,18.12,20.37,23.72,15.27,17.7
Market cap,6.89,6.91,6.09,4.54,3.56,3.97,4.52,4.67,5.58,7.27,9.62,9.88,12.22
ROIC,5.11,1.79,1.37,1.94,6.23,-5.1,4.39,7.08,21.15,6.67,-6.52,-4.22,17.72
Price,40.37,42.36,38.36,29.52,23.29,26,32.85,36.9,45.66,62.12,86.09,94.8,116.49
Outcome short,,0.05,-0.09,-0.23,-0.21,0.12,0.26,0.12,0.24,0.36,0.39,0.1,0.23
Outcome long,,,-0.05,-0.3,-0.39,-0.12,0.41,0.42,0.39,0.68,0.89,0.53,0.35
,,,,,,,,,,,,,
Overvaluation (FCF),132%,104%,121%,102%,67%,88%,116%,102%,108%,89%,108%,73%,76%
Overvaluation (Earnings),103%,105%,123%,117%,74%,95%,118%,117%,149%,169%,222%,145%,130%
FCF/PRICE,19.5,22.5,14.14,17.76,16.77,47.15,21.9,108.04,117.46,138.43,98.99,182.99,191.93
P/E,14.72,13.32,14.22,11.15,7.76,11.21,14.75,34.77,31.3,-79.63,29.1,15.92,14.59
Market cap,4.7,4.35,4.94,4.5,2.74,10.83,14.08,23.01,24.48,18.59,22.5,13.68,13.48
ROIC,-3.79,-4.98,-11.75,3.21,2.38,0.16,0.19,0.12,0.22,-1.56,-2.5,-1.6,-1.5
Price,35.47,33.16,43.66,41.46,27.33,36.21,46.17,37.2,39.12,31.85,39.58,25.16,24.66
Outcome short,,-0.07,0.32,-0.05,-0.34,0.32,0.28,-0.19,0.05,-0.19,0.24,-0.36,-0.02
Outcome long,,,0.23,0.25,-0.37,-0.13,0.69,0.03,-0.15,-0.14,0.01,-0.21,-0.38
,,,,,,,,,,,,,
Overvaluation (FCF),954%,884%,956%,666%,157%,216%,253%,180%,168%,176%,151%,137%,107%
Overvaluation (Earnings),511%,381%,388%,230%,148%,282%,351%,174%,150%,157%,135%,131%,106%
FCF/PRICE,10.88,12.24,12.93,20.08,42.92,28.52,25.39,37.62,37.29,35.15,49.22,45.21,43.21
P/E,60.46,44.42,49.72,29.51,12.54,25.47,30.93,22.57,21.48,25,22.41,22.65,20.88
Market cap,5.68,7.01,11,9.78,5.26,13.48,22.28,19.5,22.29,30.68,32.09,36.55,32.31
ROIC,2.09,1.19,1.11,0.74,0.72,2.19,7.12,3.07,2.35,3.46,1.15,1.55,3.16
Price,10.58,12.57,19.29,16.97,9.03,22.67,36.65,32.16,36.94,50.49,52.66,60.02,53.25
Outcome short,,0.19,0.53,-0.12,-0.47,1.51,0.62,-0.12,0.15,0.37,0.04,0.14,-0.11
Outcome long,,,0.82,0.35,-0.53,0.34,3.06,0.42,0.01,0.57,0.43,0.19,0.01
,,,,,,,,,,,,,
Overvaluation (FCF),113%,118%,105%,135%,86%,133%,185%,135%,122%,100%,92%,97%,99%
Overvaluation (Earnings),168%,167%,141%,172%,100%,170%,253%,186%,170%,150%,153%,174%,173%
FCF/PRICE,13.99,15.05,19.8,17.21,31.01,20.05,14.91,19.42,20.46,23.15,24.92,22.22,33.4
P/E,32.61,30.89,27.89,33.34,24.55,40.4,46.86,32.47,35.28,35.14,43.4,38.02,29.63
Market cap,4.17,5.07,4.86,7.12,4.28,7.6,12.83,11.28,12.23,11.59,10.26,11.64,13.77
ROIC,-15.57,1.24,2.84,1.64,2.13,2.75,2.91,2.83,2.37,2.37,3.44,-23.22,-1.37
Price,24.46,28.73,27.05,38.01,23.57,41.61,68.41,60.72,65.62,63.25,63.8,75.65,88.31
Outcome short,,0.17,-0.06,0.41,-0.38,0.77,0.64,-0.11,0.08,-0.04,0.01,0.19,0.17
Outcome long,,,0.11,0.32,-0.13,0.09,1.9,0.46,-0.04,0.04,-0.03,0.2,0.38
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,130%,141%,124%,123%,115%,138%,144%,125%,77%
Overvaluation (Earnings),138%,138%,133%,141%,92%,91%,92%,101%,110%,141%,166%,145%,102%
FCF/PRICE,215.56,173.5,226.63,270.85,469.38,381.87,318.38,293.18,292.66,215.52,197.56,236.97,361.07
P/E,20.49,18.22,19.32,20.7,13.18,12.63,13.96,15.87,16.01,19.14,24.32,21.12,15.86
Market cap,18.08,21.51,25.52,57.1,41.28,44.8,47.39,52.93,59.52,84.45,109.79,107.64,78.98
ROIC,-0.14,-0.12,-0.09,0.05,0.1,0.87,1.7,2.82,11.14,16.46,7.39,1.07,1.69
Price,22.54,26.42,30.91,39.75,28.74,32.21,34.77,40.78,48.35,71.57,96.31,97.77,74.06
Outcome short,,0.17,0.17,0.29,-0.28,0.12,0.08,0.17,0.19,0.48,0.35,0.02,-0.24
Outcome long,,,0.37,0.5,-0.07,-0.19,0.21,0.27,0.39,0.76,0.99,0.37,-0.23
,,,,,,,,,,,,,
Overvaluation (FCF),139%,120%,134%,139%,108%,112%,117%,117%,126%,141%,150%,,
Overvaluation (Earnings),126%,108%,118%,131%,89%,92%,105%,114%,99%,115%,100%,103%,149%
FCF/PRICE,357.93,440.57,386.36,362.13,432.92,340.45,317.94,315.79,316.37,264.33,284.6,283.09,222.92
P/E,8.36,8.68,9.43,10.64,6.34,14.69,9.63,7.92,8.12,11.26,11.06,36.72,-138.75
Market cap,110.64,126.75,159.16,195.1,148.25,154.57,183.18,210.8,210.52,239.03,210.86,169.38,209.54
ROIC,1.75,0.89,1.04,1.75,1.07,0.78,0.97,0.86,0.95,0.44,0.02,-0.72,-3.36
Price,52.51,56.77,73.53,93.33,73.97,76.99,91.25,106.4,108.14,124.91,112.18,89.96,111
Outcome short,,0.08,0.3,0.27,-0.21,0.04,0.19,0.17,0.02,0.16,-0.1,-0.2,0.23
Outcome long,,,0.4,0.64,0.01,-0.18,0.23,0.38,0.19,0.17,0.04,-0.28,-0.01
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),,,,,234%,408%,638%,239%,145%,200%,164%,195%,294%
FCF/PRICE,,,,6.24,11.87,7.51,5.78,7.48,9.19,7.01,12.68,6.42,4.27
P/E, -   , -   , -   ,54.24,6.6,-374.17,40.22,17.76,19.41,45.19,20.44,171.96,-12.92
Market cap,0,0,0,1.56,1.93,3.85,9.01,9.72,8.42,11.35,11.27,11.99,19.61
ROIC,,,-0.39,-0.44,-0.94,-0.58,-0.96,-0.71,-1.19,-0.97,-1.12,-1.02,4.92
Price,0,0,0,20.61,22.82,44.9,87.67,93.75,80.56,108,99.75,92.86,134.26
Outcome short,,,,,0.11,0.97,0.95,0.07,-0.14,0.34,-0.08,-0.07,0.45
Outcome long,,,,,,1.18,2.84,1.09,-0.08,0.15,0.24,-0.14,0.35
,,,,,,,,,,,,,
Overvaluation (FCF),4101%,4673%,8512%,,,,,,,,,,
Overvaluation (Earnings),143%,174%,140%,138%,89%,91%,90%,108%,125%,174%,213%,158%,162%
FCF/PRICE,237.02,375.13,267.87,163.54,217.47,175.57,135.14,131.16,149.86,111.27,93.6,120.03,122.07
P/E,17.92,25.73,21.33,12.23,11.34,17.94,8.97,21.67,97.74,22.08,34.33,21.14,22.37
Market cap,23.03,26.79,29.26,27.38,20.84,23.31,24.82,30.26,29.84,37.58,44.99,40.31,46.35
ROIC,-0.25,-0.67,-0.87,0.72,0.99,-1.12,-0.59,-0.81,-1.39,-0.16,-0.32,-1.17,-0.37
Price,33.87,38.6,41.92,47.45,35.84,38.92,42.72,53.08,51.8,64.69,76.9,67.64,73.95
Outcome short,,0.14,0.09,0.13,-0.24,0.09,0.1,0.24,-0.02,0.25,0.19,-0.12,0.09
Outcome long,,,0.24,0.23,-0.15,-0.18,0.19,0.36,0.21,0.22,0.48,0.05,-0.04
,,,,,,,,,,,,,
Overvaluation (FCF),,,,49%,37%,89%,93%,72%,81%,160%,200%,131%,104%
Overvaluation (Earnings),,,,100%,77%,76%,108%,72%,114%,71%,142%,112%,119%
FCF/PRICE,,,,443.59,967.89,860.9,903.57,"1,569.96","1,117.94",515.18,343.14,345.75,307.62
P/E, -   , -   , -   ,7.06,-0.6,-7.59,18,8.01,9.97,2.24,63.06,9,7.95
Market cap,0,0,0,4.35,8,8.92,10.52,6.84,10.11,23.39,40.59,39.48,36.26
ROIC,1.09,0.56,0.23,-0.07,-0.13,-0.45,1.17,-1.73,-12.47,0.57,0.85,-4.52,-9.13
Price,0,0,0,14.89,11.46,11.38,12.6,8.09,11.87,27.47,49.19,50.69,49.24
Outcome short,,,,,-0.23,-0.01,0.11,-0.36,0.47,1.31,0.79,0.03,-0.03
Outcome long,,,,,,-0.24,0.1,-0.29,-0.06,2.4,3.14,0.85,0
,,,,,,,,,,,,,
Overvaluation (FCF),208%,204%,163%,127%,69%,78%,104%,85%,86%,138%,204%,281%,304%
Overvaluation (Earnings),205%,151%,146%,116%,64%,86%,129%,104%,98%,120%,125%,131%,165%
FCF/PRICE,170.36,184.2,171.6,203.94,404.08,293.53,198.16,257.19,317.15,216.57,196.54,155.45,128.31
P/E,26.33,19.5,13.69,13.01,10.92,16.66,14.45,11.54,14.68,11.92,17.92,30.83,27.95
Market cap,46.34,37.12,42.66,37.66,21.68,28.91,43.46,40.28,39.87,57.21,63.57,58.03,61.72
ROIC,5.21,1.23,-2.44,40.74,7.12,-4.87,5.36,0.92,1.23,-1.81,-2.69,-0.83,-2.41
Price,46.6,40.37,46.27,41.88,24.03,31.99,47.38,43.49,42.73,61.72,70.24,66.6,71
Outcome short,,-0.13,0.15,-0.09,-0.43,0.33,0.48,-0.08,-0.02,0.44,0.14,-0.05,0.07
Outcome long,,,-0.01,0.04,-0.48,-0.24,0.97,0.36,-0.1,0.42,0.64,0.08,0.01
,,,,,,,,,,,,,
Overvaluation (FCF),138%,308%,394%,242%,216%,360%,313%,302%,203%,183%,,,
Overvaluation (Earnings),102%,118%,167%,69%,84%,134%,117%,105%,92%,84%,76%,0%,123%
FCF/PRICE,383.08,301.91,205.57,395.62,279.97,185.15,231.25,223.45,268.55,248.22,261.65,,186.71
P/E,10.34,11.86,19.36,8.2,22.11,17.66,11.45,11.2,9,9.91,13.52,,20.74
Market cap,14.37,19.35,34.05,16.28,19.28,32.42,30.82,33.13,30.59,29.55,24.7,0,32.67
ROIC,0.57,1.13,1.88,0.95,0.48,0.42,0.85,0.11,0.09,0.2,5.06,-1.97,2.98
Price,30.34,42.57,77.45,38.56,45.55,76.8,75.9,85.44,81.84,85.54,78,0,103.92
Outcome short,,0.4,0.82,-0.5,0.18,0.69,-0.01,0.13,-0.04,0.05,-0.09,-1,
Outcome long,,,1.55,-0.09,-0.41,0.99,0.67,0.11,0.08,0,-0.05,-1,0.33
,,,,,,,,,,,,,
Overvaluation (FCF),,,,124%,75%,104%,106%,126%,175%,206%,204%,148%,163%
Overvaluation (Earnings),,,,75%,63%,96%,100%,109%,148%,150%,151%,109%,130%
FCF/PRICE,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
P/E, -   , -   , -   ,14.12,5.33,6.5,14.98,5.87,9.33,11.28,13.37,10.45,12.37
Market cap,0,0,0,8.3,4.91,8.39,9.96,12.6,20.72,26.42,29.42,22.61,26.98
ROIC,,-0.85,0.62,0.48,0.73,1.14,0.56,0.48,0.7,0.92,1.26,1.4,1.53
Price,0,0,0,17.37,10.23,15.46,18.28,23.82,41.61,55.95,65.49,53.62,68.41
Outcome short,,,,,-0.41,0.51,0.18,0.3,0.75,0.34,0.17,-0.18,0.28
Outcome long,,,,,,-0.11,0.79,0.54,1.28,1.35,0.57,-0.04,0.04
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,126%,121%,159%,156%,163%,152%,143%,128%
Overvaluation (Earnings),,,,,,147%,150%,149%,131%,126%,125%,122%,116%
FCF/PRICE,,,,,,51.36,49.1,35.44,37.61,32.17,29.26,26.59,33.97
P/E, -   , -   , -   ,, -   ,22.59,15.28,19.19,16.22,17.77,19.21,19,18.75
Market cap,0,0,0,0,0,8,9.5,14.71,15.46,17.86,20.35,21.52,22.56
ROIC,3.98,1.49,2.08,0.13,0.15,-4.49,4.83,2.21,1.86,3.56,12.22,4.49,61.71
Price,0,0,0,0,0,23.49,27.81,42.61,46.22,56.32,67.06,75.06,80.06
Outcome short,,,,,,,0.18,0.53,0.08,0.22,0.19,0.12,0.07
Outcome long,,,,,,,,0.81,0.66,0.32,0.45,0.33,0.19
,,,,,,,,,,,,,
Overvaluation (FCF),166%,150%,130%,108%,89%,98%,82%,91%,83%,84%,107%,128%,137%
Overvaluation (Earnings),148%,129%,113%,117%,111%,117%,92%,98%,95%,81%,99%,102%,124%
FCF/PRICE,21.85,21.39,21.71,24.35,23.59,17.54,22.5,26.89,17.98,21.14,25.48,16.49,11.84
P/E,20.33,19.35,18.03,30.4,17.48,15.6,13.33,19.88,16.84,9.66,17.6,14.61,18.79
Market cap,9.67,10.22,10.28,10.27,10.15,11.07,9.21,9.14,9.23,7.71,9.66,10.17,12.24
ROIC,3.13,2.52,1.58,0.7,0.9,-17.11,-42.47,4.01,2.46,51.84,58.2,1.56,2.62
Price,47.78,51.48,53,52.9,51.91,60.38,53.97,58.06,58.27,53.54,67.06,71.14,88.32
Outcome short,,0.08,0.03,0,-0.02,0.16,-0.11,0.08,0,-0.08,0.25,0.06,0.24
Outcome long,,,0.11,0.03,-0.02,0.14,0.04,-0.04,0.08,-0.08,0.15,0.33,0.32
,,,,,,,,,,,,,
Overvaluation (FCF),222%,,48%,42%,46%,53%,70%,242%,35931%,,414%,222%,164%
Overvaluation (Earnings),164%,92%,48%,50%,,118%,213%,190%,147%,124%,156%,118%,109%
FCF/PRICE,56.37,140.95,149.26,372.1,106.13,102.87,113.97,56.25,105.42,66.05,47.7,48.15,50.35
P/E,7.84,6.14,-5.64,-1.56,-6.6,14.44,39.3,7.45,14.61,13.68,14.46,12.8,12.29
Market cap,11.33,7.5,4.03,4.12,3.62,3.55,2.86,6.6,6.27,7.48,10.82,11.26,10.77
ROIC,-0.21,-0.65,-12.62,-0.2,-0.75,2.16,-6.29,0.24,-0.64,-0.69,-0.55,0.65,3.93
Price,36.22,23.95,12.81,13.02,11.41,11.12,9.04,20.63,19.43,20.52,29.36,30.2,28.88
Outcome short,,-0.34,-0.47,0.02,-0.12,-0.03,-0.19,1.28,-0.06,0.06,0.43,0.03,-0.04
Outcome long,,,-0.65,-0.46,-0.11,-0.15,-0.21,0.86,1.15,-0.01,0.51,0.47,-0.02
,,,,,,,,,,,,,
Overvaluation (FCF),125%,106%,115%,120%,71%,93%,112%,104%,107%,130%,131%,131%,136%
Overvaluation (Earnings),149%,115%,113%,110%,66%,87%,103%,96%,101%,127%,130%,125%,135%
FCF/PRICE,101.21,107.31,89.61,87.21,127.98,96.88,92.44,117.03,99.27,77.38,83.07,87.65,59.87
P/E,18.92,15.32,15.78,15.87,10.86,16.47,13.54,11.46,12.61,15.4,17.9,14.85,22.22
Market cap,13.44,12.92,16.94,21.17,13.71,18.4,23.46,24.52,29.13,40.85,45.75,48.35,55.03
ROIC,1.36,1.21,0.77,0.51,1.07,6.11,1.76,0.57,0.73,4.64,5.99,0.66,1.4
Price,21.76,21.14,27.45,33.25,21.45,28.5,35.75,35.65,42.37,58.51,64.96,70.4,79.56
Outcome short,,-0.03,0.3,0.21,-0.35,0.33,0.25,0,0.19,0.38,0.11,0.08,0.13
Outcome long,,,0.26,0.57,-0.22,-0.14,0.67,0.25,0.19,0.64,0.53,0.2,0.22
,,,,,,,,,,,,,
Overvaluation (FCF),121%,117%,116%,93%,85%,95%,90%,143%,153%,169%,173%,130%,121%
Overvaluation (Earnings),121%,127%,116%,89%,77%,92%,81%,130%,139%,161%,156%,121%,115%
FCF/PRICE,387.33,336.63,331.23,377.68,325.35,332.33,400.8,245.08,181.49,149.3,159.82,181.37,170.43
P/E,19.89,18.49,15.28,13.46,15.6,16.31,11.97,16.7,19.08,20.9,20.86,16.21,17.28
Market cap,47.51,62.6,67.48,55.94,51.04,63.31,55.98,94.1,116.08,151.35,172.5,149.24,158.11
ROIC,2.97,1.58,3.07,23.6,2.3,1.57,1.88,3.76,1.63,1.98,10.02,6.84,7.84
Price,23.67,30.33,34.39,30.69,27.46,33.1,30.16,52.28,64.49,89.03,102.2,92.86,98.82
Outcome short,,0.28,0.13,-0.11,-0.11,0.21,-0.09,0.73,0.23,0.38,0.15,-0.09,0.06
Outcome long,,,0.45,0.01,-0.2,0.08,0.1,0.58,1.14,0.7,0.58,0.04,-0.03
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,232%,201%,213%,165%,233%,261%,158%,103%,99%
Overvaluation (Earnings),,,,,160%,171%,172%,132%,211%,239%,150%,100%,100%
FCF/PRICE,,12.81,16.35,10.3,147.99,49.97,36.85,35.64,29.17,28.01,75.59,59.18,55.27
P/E, -   ,117,-93.25,-97.08,14.76,24.68,28.03,14.95,52.31,31,20.75,16.89,15.47
Market cap,0,3.93,4.18,6.55,4.07,8.9,12.1,10.93,15.91,21.73,15.12,11.15,10.83
ROIC,0.63,0.22,0.16,0,0.13,0.28,3.69,3.92,2.64,1.02,1.53,5.73,3.37
Price,0,7.02,7.46,11.65,7.23,15.67,21.3,20.93,32.43,46.19,34.45,26.68,27.54
Outcome short,,,0.06,0.56,-0.38,1.17,0.36,-0.02,0.55,0.42,-0.25,-0.23,0.03
Outcome long,,,,0.66,-0.03,0.35,1.95,0.34,0.52,1.21,0.06,-0.42,-0.2
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,232%,195%,210%,168%,238%,269%,170%,106%,104%
Overvaluation (Earnings),,,,,160%,165%,149%,120%,191%,218%,149%,96%,99%
FCF/PRICE,,,,,159.7,59.05,42.78,39.58,32.34,30.86,77.22,62.61,56.85
P/E, -   , -   , -   , -   ,13.67,20.88,24.14,13.46,47.18,28.14,20.31,15.96,15.04
Market cap,0,0,0,0,3.77,7.53,10.42,9.84,14.35,19.72,14.8,10.54,10.52
ROIC,0.63,0.22,0.16,0,0.13,0.28,3.69,3.92,2.64,1.02,1.53,5.73,3.37
Price,0,0,0,0,6.7,13.26,18.35,18.85,29.25,41.93,33.72,25.22,26.77
Outcome short,,,,,,0.98,0.38,0.03,0.55,0.43,-0.2,-0.25,0.06
Outcome long,,,,,,,1.74,0.42,0.59,1.22,0.15,-0.4,-0.21
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,131%,160%,170%,158%,144%,104%
Overvaluation (Earnings),,,,,,,,149%,170%,173%,166%,151%,110%
FCF/PRICE,,,,,,,,172.33,95.66,64.76,53.48,45.81,56.89
P/E,,,,,,, -   ,7.92,11.49,15.46,16.23,16.94,15.92
Market cap,,,,,,0,0,7.07,12.06,18.42,21.21,23.85,18.29
ROIC,,,,,,,,3.3,1.2,1.55,5.68,2,1.84
Price,-,-,-,-,-,0,0,21.54,38.25,60.13,72.72,85.73,67.52
Outcome short,,,,,,,,,0.78,0.57,0.21,0.18,-0.21
Outcome long,,,,,,,,,,1.79,0.9,0.43,-0.07
,,,,,,,,,,,,,
Overvaluation (FCF),,,,,,,,,,,,,
Overvaluation (Earnings),,,,,,,,,,150%,202%,214%,280%
FCF/PRICE, -   , -   , -   , -   ,6.01,3.74,5.6,5.86,10.9,15.58,10.87,9.72,9.06
P/E,-44.9,90.52,72.83,127.9,86.45,82.43,75.79,50.51,45.87,23.17,66.97,48.47,65.43
Market cap,0.29,0.62,1.86,2.51,2.4,3.86,4.7,7.07,8.5,6.31,8.99,11.07,14.46
ROIC,-0.67,-0.85,-1.09,-1.19,-1.8,-1.73,-1,-0.94,-1.22,-0.96,-3.76,-0.56,-0.42
Price,13.47,22.63,34.23,38.37,32.85,50.28,51.54,66.67,67.89,49.12,66.3,75.62,90.95
Outcome short,,0.68,0.51,0.12,-0.14,0.53,0.03,0.29,0.02,-0.28,0.35,0.14,0.2
Outcome long,,,1.54,0.7,-0.04,0.31,0.57,0.33,0.32,-0.26,-0.02,0.54,0.37
,,,,,,,,,,,,,
Overvaluation (FCF),,232%,167%,120%,141%,122%,150%,189%,164%,169%,192%,214%,182%
Overvaluation (Earnings),98%,88%,104%,88%,118%,114%,142%,178%,130%,138%,162%,203%,199%
FCF/PRICE,32.42,35.73,37.42,43.46,28.79,28.82,21.07,13.7,16.91,13.58,12.12,25.77,23.93
P/E,17.23,15.52,16.99,13.4,16.89,13.93,16.32,21.09,14.92,18.57,24.52,64.54,25.92
Market cap,3.08,2.64,3.13,2.52,3.88,4.34,6.24,9.8,9.23,11.07,14.62,19.11,21.03
ROIC,0.28,3.19,2.25,4.22,-4.36,-9.96,10.24,4.87,3.63,3.53,15.69,0.12,0.16
Price,9.08,8.27,10.48,9.34,14.24,16.51,25.29,42.4,39.99,50.52,71.1,81.32,89.18
Outcome short,,-0.09,0.27,-0.11,0.52,0.16,0.53,0.68,-0.06,0.26,0.41,0.14,0.1
Outcome long,,,0.15,0.13,0.36,0.77,0.78,1.57,0.58,0.19,0.78,0.61,0.25
,,,,,,,,,,,,,
Overvaluation (FCF),128%,126%,135%,122%,91%,91%,87%,83%,87%,127%,118%,97%,114%
Overvaluation (Earnings),142%,139%,144%,127%,96%,93%,84%,77%,80%,120%,111%,99%,143%
FCF/PRICE,11.96,15.37,9.73,10.27,11.77,10.18,11.3,12.74,11.15,6.94,9.58,9.23,7.43
P/E,20.57,20.99,22.38,17.76,13.84,14.09,16.48,14.17,12.23,18.77,15.14,22.4,46.71
Market cap,4.09,4.49,4.98,5.02,4.16,4.32,4.07,3.57,3.25,4.64,4.34,3.75,4.54
ROIC,-19.94,-1.97,-4.39,2.83,9.79,10.63,2.42,3.01,11.94,-5.99,-1.8,5.87,3.03
Price,59.65,66.96,82.79,88.63,77.2,84.37,82.09,74.83,78.65,122.75,120.96,103.93,123.31
Outcome short,,0.12,0.24,0.07,-0.13,0.09,-0.03,-0.09,0.05,0.56,-0.01,-0.14,0.19
Outcome long,,,0.39,0.32,-0.07,-0.05,0.06,-0.11,-0.04,0.64,0.54,-0.15,0.02
,,,,,,,,,,,,,
Overvaluation (FCF),142%,109%,120%,100%,66%,77%,102%,101%,110%,149%,127%,107%,122%
Overvaluation (Earnings),126%,116%,114%,98%,69%,84%,110%,98%,98%,133%,114%,92%,116%
FCF/PRICE,37.97,32.95,35.61,44.31,45.32,28.08,24.63,24.98,36.45,20.17,28.43,22.3,26.16
P/E,17.22,13.44,14.84,11.73,8.75,18.07,13.11,10.16,12.36,13.85,15.63,11.23,23.02
Market cap,7.09,6.79,8.31,7.42,5.08,6.45,9.04,8.84,9.52,13.61,11.69,9.5,11.23
ROIC,1.99,1.09,1.05,4.1,"-2,402.40",10.72,8.84,2.01,1.59,2.03,-2.1,-1.65,4.64
Price,34.79,33.59,40.66,38.23,27.31,34.52,48.49,48.15,54.51,80.08,71.72,61.31,72.28
Outcome short,,-0.03,0.21,-0.06,-0.29,0.26,0.4,-0.01,0.13,0.47,-0.1,-0.15,0.18
Outcome long,,,0.17,0.14,-0.33,-0.1,0.78,0.39,0.12,0.66,0.32,-0.23,0.01
,,,,,,,,,,,,,
Overvaluation (FCF),289%,180%,133%,103%,46%,79%,106%,121%,149%,147%,129%,123%,154%
